16/08/2024;Compra no débito;Padaria Amendoeiras    Rio De Janeir Bra;-8,00
15/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-7,50
15/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-14,00
15/08/2024;Compra no débito;Vbbr Conveniencia S.   Rio De Janeir Bra;-8,98
15/08/2024;Compra no débito;Casa Do Biscoito Centr Rio De Janei  Bra;-2,99
15/08/2024;Compra no débito;Estacao Dos Biscoitos2 Rio De Janeir Bra;-4,50
14/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-7,50
14/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-5,00
14/08/2024;Compra no débito;Tonys                  Rio De Janeir Bra;-10,40
14/08/2024;Compra no débito;Estacao Dos Biscoitos2 Rio De Janeir Bra;-8,50
13/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-19,00
13/08/2024;Compra no débito;Vbbr Conveniencia S.   Rio De Janeir Bra;-8,48
13/08/2024;Compra no débito;Estacao Dos Biscoitos2 Rio De Janeir Bra;-6,75
13/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-10,25
12/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-11,35
11/08/2024;Compra no débito;Padaria Amendoeiras    Rio De Janeir Bra;-14,99
11/08/2024;Compra no débito;Posto Amoreiras        Rio De Janeir Bra;-30,00
11/08/2024;Compra no débito;Frogpay*corujao Home C Nova Iguacu   Bra;-90,00
10/08/2024;Compra no débito;Vidal Comercio De Doc  Rio De Janeir Bra;-6,20
10/08/2024;Compra no débito;Mercado Elizeth        Rio De Janeir Bra;-26,61
09/08/2024;Compra no débito;Mega Supermercados     Rio De Janeir Bra;-3,59
09/08/2024;Compra no débito;Raia3891               Rio De Janeir Bra;-12,78
08/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-3,75
08/08/2024;Compra no débito;Deliciasdavovo         Rio De Janeir Bra;-29,06
08/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-5,00
08/08/2024;Compra no débito;Bararcosdoporto        Rio De Janeir Bra;-5,50
08/08/2024;Compra no débito;Estacao Dos Biscoitos2 Rio De Janeir Bra;-3,45
08/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-33,95
07/08/2024;Compra no débito;Tonys                  Rio De Janeir Bra;-15,50
07/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-16,50
07/08/2024;Compra no débito;Vbbr Conveniencia S.   Rio De Janeir Bra;-7,98
07/08/2024;Compra no débito;Vbbr Conveniencia S.   Rio De Janeir Bra;-5,99
07/08/2024;Compra no débito;Tonys                  Rio De Janeir Bra;-3,50
07/08/2024;Compra no débito;Tonys                  Rio De Janeir Bra;-6,90
07/08/2024;Compra no débito;Tonys                  Rio De Janeir Bra;-28,40
07/08/2024;Compra no débito;Casa Do Biscoito Centr Rio De Janei  Bra;-6,98
06/08/2024;Compra no débito;Deliciasdavovo         Rio De Janeir Bra;-25,64
06/08/2024;Compra no débito;Estacao Do Pao De Quei Rio De Janeir Bra;-4,00
06/08/2024;Compra no débito;Vbbr Conveniencia S.   Rio De Janeir Bra;-9,48
06/08/2024;Compra no débito;Cometa Lanches         Rio De Janeir Bra;-9,00
06/08/2024;Compra no débito;Estacao Dos Biscoitos2 Rio De Janeir Bra;-4,00
06/08/2024;Compra no débito;Drogariae              Rio De Janeir Bra;-23,00
05/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-19,25
05/08/2024;Compra no débito;Posto Amoreiras        Rio De Janeir Bra;-40,00
05/08/2024;Compra no débito;Camarao E Cia          Rio De Janeir Bra;-32,90
04/08/2024;Compra no débito;Padaria Amendoeiras    Rio De Janeir Bra;-8,00
04/08/2024;Compra no débito;Mikro Market           Rio De Janeir Bra;-8,89
04/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-19,04
03/08/2024;Compra no débito;Padaria Amendoeiras    Rio De Janeir Bra;-3,00
03/08/2024;Compra no débito;Mat Con Shammah        Rio De Janeir Bra;-15,00
03/08/2024;Compra no débito;Roseva Acougue E Mer   Rio De Janeir Bra;-53,03
03/08/2024;Compra no débito;Burger King            Rio De Janeir Bra;-9,00
03/08/2024;Compra no débito;South                  Rio De Janeir Bra;-29,97
03/08/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-5,28
02/08/2024;Compra no débito;Posto Amoreiras        Rio De Janeir Bra;-30,00
02/08/2024;Compra no débito;Mikro Market           Rio De Janeir Bra;-8,89
31/07/2024;Compra no débito;Drogaria Camp Farma Lt Rio De Janeir Bra;-15,99
31/07/2024;Compra no débito;Mega Dist Alimentos    Rio De Janeir Bra;-10,58
